Time,State,Ticks,Speed,Target,SmartCruise,Volts,Amps,PowerInst,Throttle,Duty,RPM
1.04,RACE,270568,0.0,15.07,0,54.5,0.0,0.0,0,0,0
2.06,RACE,270568,0.0,15.13,0,54.52,0.0,0.0,0,0,0
3.1,RACE,270610,5.09,15.19,0,54.04,1.33,71.76,77,23,106
4.11,RACE,271272,15.95,15.2,0,54.38,0.04,2.07,999,54,334
5.12,RACE,271934,14.12,15.21,0,54.14,0.73,39.74,999,50,296
6.13,RACE,272601,16.42,15.22,0,54.05,1.44,78.05,999,59,344
7.14,RACE,273278,15.01,15.23,0,54.49,0.05,2.62,999,51,314
8.16,RACE,273936,14.61,15.24,0,54.0,1.67,90.4,999,53,306
9.2,RACE,274781,14.42,15.24,0,54.45,0.1,5.55,999,49,302
10.2,RACE,275441,15.65,15.25,0,54.16,1.86,100.47,999,57,328
11.21,RACE,276123,15.95,15.25,0,54.45,0.02,0.98,999,54,334
12.21,RACE,276789,14.3,15.26,0,54.25,0.88,47.58,999,51,299
13.25,RACE,277462,16.59,15.27,0,54.16,1.14,61.47,999,59,347
14.28,RACE,278140,15.01,15.28,0,54.47,0.04,2.4,999,51,314
15.28,RACE,278801,15.22,15.29,0,53.96,1.79,96.33,999,56,319
16.28,RACE,279484,16.34,15.3,0,54.45,0.06,3.05,999,55,342
17.29,RACE,280152,14.3,15.31,0,54.31,0.41,22.43,999,49,299
18.3,RACE,280820,16.26,15.32,0,53.91,1.81,97.42,999,59,341
19.3,RACE,281504,15.65,15.33,0,54.34,0.07,3.7,999,53,328
20.31,RACE,282167,14.55,15.34,0,54.0,1.49,80.68,999,53,305
21.29,RACE,282846,16.67,15.35,0,54.2,0.32,17.4,999,57,349
22.31,RACE,283522,14.61,15.36,0,54.34,0.19,10.05,999,50,306
23.32,RACE,284192,16.03,15.37,0,53.96,1.97,106.47,999,58,336
24.33,RACE,284880,15.72,15.38,0,54.32,0.04,2.23,999,54,329
25.33,RACE,285635,26.33,15.38,0,53.44,5.18,276.94,999,100,552
26.37,RACE,286828,26.12,15.34,0,54.41,0.0,0.0,0,0,547
27.4,RACE,287820,19.86,15.32,0,54.43,0.0,0.0,0,0,416
28.43,RACE,288557,14.3,15.33,0,54.45,0.0,0.0,0,0,299
29.47,RACE,289064,9.37,15.36,0,54.5,0.0,0.0,0,0,196
30.5,RACE,289368,4.94,15.4,0,54.45,0.0,0.0,0,0,103
31.53,RACE,289501,1.07,15.47,0,54.47,0.0,0.0,0,0,22
32.55,RACE,289501,0.0,15.54,0,54.45,0.0,0.0,0,0,0
